,Unnamed: 0,Region,Country,City,Time,Geo,Language1,Language2,Language3,Text
206113,82186,africa_sub,cd,kinshasa,2017-07-10,,fra,fra,lin,surtt a brazza mdr y a plus d admis a pointé noir
206148,82225,africa_sub,cd,kinshasa,2017-07-10,,swa,lin,lin,soki mwasi na nga a alaki na bi mpoyila kasi o mana ye na ko loba ebele
206184,82268,africa_sub,cd,kinshasa,2017-07-10,,swa,lin,lin,eyindi ministre egbake alobi bokita bomata kabila akolongwa na bokonzi te ti na via
206195,82286,africa_sub,cd,kinshasa,2017-07-10,,swa,swa,lin,roger lumbala abimisi ba secret nyoso ya ki moyibi ya batu ya pouvoir na opposition somo via
206206,82297,africa_sub,cd,kinshasa,2017-07-11,,swa,lin,lin,bana batala te ndenge nini okoki kosepelisa mwasi to mobali na yo na nuit de noce somo via
206214,82309,africa_sub,cd,kinshasa,2017-07-11,,swa,lin,lin,sam mangwana alobi na ba kombattant batika ba musiciens basala musala na bango na poto via
206330,82487,africa_sub,cd,kinshasa,2017-07-11,,swa,lin,lin,oyo ekoya eya ya mbala oyo tozo silana bayini ya mboka
206406,82586,africa_sub,cd,kinshasa,2017-07-11,,fra,fra,lin,djino tshetshe mon ami intime et d enfance oh bana masamba toyebani mon cher nasepeli mingi trop de coucou
206453,82642,africa_sub,cd,kinshasa,2017-07-11,,swa,lin,lin,match eza mabe ndeko akeyi na ye bozo mona place makambo oyo ezo mema biso totika pardon
206493,82689,africa_sub,cd,kinshasa,2017-07-11,,swa,lin,lin,yango wana tozali posa ya short videos message na ba language national pona ko
206579,82789,africa_sub,cd,kinshasa,2017-07-11,,fra,fra,lin,mp une association remplie des rebelles coe mwamba etc
206595,82805,africa_sub,cd,kinshasa,2017-07-11,,swa,swa,lin,na yaki na mawa na zongui nesengo o sali ya mingi nini ya malonga a kutu kati na nga po a kanisa ngai
206636,82851,africa_sub,cd,kinshasa,2017-07-11,,swa,lin,lin,kasi na zongisi yo maloba mama zela to bima
206648,82864,africa_sub,cd,kinshasa,2017-07-11,,swa,lin,lin,soki o sali fière na ko zonguisa yo ndako
206823,83072,africa_sub,cd,kinshasa,2017-07-11,,fra,fra,lin,a l attention de la jeunesse congolaise la formation en russie
206844,83099,africa_sub,cd,kinshasa,2017-07-11,,swa,lin,lin,na kokanisa batu ba oyo bawaki pe ba oyo bazali na bomoyi na mokolo ya juillet pona bokonzi na maboko ya bay
206969,83264,africa_sub,cd,kinshasa,2017-07-11,,fra,fra,lin,congo santé suspension de la directrice générale du chu de brazzaville
206989,83290,africa_sub,cd,kinshasa,2017-07-11,,fra,lin,lin,voilà qui est bien dit il devait démissionné soki azalaka innocent na makambo nioso oyo
207223,83593,africa_sub,cd,kinshasa,2017-07-11,,swa,lin,lin,eza ndombo na ebale aza komeka ebale mozindo na mosapi
207303,83690,africa_sub,cd,kinshasa,2017-07-11,,fra,fra,lin,kinshasa mardi juil h augustin kabuya porte parole annonce candidature félixt à la présidence de la république
207617,84050,africa_sub,cd,kinshasa,2017-04-22,,swa,lin,lin,bo wana ngai te ndeko nga pe naza nakati ya pasi wana na minute oyo naza na mois
207748,84268,africa_sub,cd,kinshasa,2017-05-19,,fra,fra,lin,bienvenue en république dictatoriale du congo ère république bananière d afrique
207878,84447,africa_sub,cd,kinshasa,2017-05-19,,fra,fra,lin,organisation à kinshasa de la ère édition du festival international de la musique fest kin
207926,84516,africa_sub,cd,kinshasa,2017-05-19,,fra,fra,lin,tu t es évadé de mon coeur comme les prisonniers de makala kende na yo bolingo esili
208099,84781,africa_sub,cd,kinshasa,2017-05-19,,swa,lin,lin,mddrrr muana na ye alobaki aza vraie chérie ya mbokoyo
208102,84786,africa_sub,cd,kinshasa,2017-05-19,,fra,fra,lin,la france n a pas de future au congo la langue française n a pas de future au congo la colonisation française n a pas de future au congo
208278,85059,africa_sub,cd,kinshasa,2017-05-19,,fra,fra,lin,je parie que le cher ministre s est dit nabatela kwanga ya bana
208326,85142,africa_sub,cd,kinshasa,2017-05-23,,swa,lin,lin,kin makambo botala ndenge makambu mabe eza kosalama na kin pe andre kimbuta avandi kimia via
208512,85402,africa_sub,cd,kinshasa,2017-05-23,,swa,lin,lin,tokomi wapi muana poto asigne makambu na kinshasa kinshasa video
208812,85814,africa_sub,cd,kinshasa,2017-05-23,,fra,lin,lin,je suis muluba et fière de l être soki babengani ye na à r yabiso nini
209000,86083,africa_sub,cd,kinshasa,2017-05-23,,fra,fra,lin,l union africaine confie au congo la gestion du nœud internet d afrique centrale
209243,86446,africa_sub,cd,kinshasa,2017-05-23,,swa,lin,lin,zala na mbangu buyi buyi pomba dady mpeti esepelisa theatre congolais nouveauté kinshasa via
209412,86670,africa_sub,cd,kinshasa,2017-05-23,,fra,fra,lin,mais comment on a pu laissé fermer ce chouette lieu le jamelia bar mwana oyo ba bengi brisio a kenda wapi
209645,86950,africa_sub,cd,kinshasa,2017-05-23,,fra,lin,lin,si c était à kin kimbuta allait dire que mboka eko bongaka lisusu te
209686,86996,africa_sub,cd,kinshasa,2017-05-23,,swa,lin,lin,ndeko basile ndenge akoma biloba loba depuis akoma kolia mbongo ya pouvoir obosana peuple
209857,87186,africa_sub,cd,kinshasa,2017-04-21,,fra,fra,lin,calvaire de bijombo narratifs amp mobilisation opposants bafuliro contre banyamulenge
210018,87379,africa_sub,cd,kinshasa,2017-07-12,,swa,lin,lin,lofundo ya mwana ntaba esilaka soki aniati koni ya mooto
210074,87469,africa_sub,cd,kinshasa,2017-07-12,,swa,lin,lin,botala ndenge ba mbila ya angola baza kosakana na ba kinoise en live na luanda mawa mingi via
210081,87489,africa_sub,cd,kinshasa,2017-07-12,,fra,lin,lin,werrason botala lisusu makambu cuisse de poulet asali na luanda pona jours de la semaine via
210143,87610,africa_sub,cd,kinshasa,2017-07-12,,fra,fra,lin,congomikili urgent évangéliste kabundi walesa a buki montréal du jamais vu
210375,87905,africa_sub,cd,kinshasa,2017-04-27,,swa,lin,lin,en direct ya anngola botala ndenge pomba asakani na nzoto ya journaliste oyo na se ya loyenge
210376,87906,africa_sub,cd,kinshasa,2017-07-12,,swa,lin,lin,mboka turquie azali kokanisa mokolo mwa atondi botondi na ba mboko nionso oyo bazalaki na bango elongo tangu
210488,88035,africa_sub,cd,kinshasa,2017-07-12,,fra,fra,lin,me vous chercheb batu ya capversles élections boza wapi
210528,88078,africa_sub,cd,kinshasa,2017-07-12,,swa,lin,lin,eyindi botala makambu ya somo pe ya minene mwasi oyo ya poto asali na kinshasa via
210529,88079,africa_sub,cd,kinshasa,2017-07-12,,swa,lin,lin,kin makambo botala ndenge ba mutakalize mwasi ya kitoko po ayibi mbongo na boutik via
210630,88207,africa_sub,cd,kinshasa,2017-07-12,,fra,fra,lin,jeux de la francophonie bruno tshibala a échangé avec papy nyango amos mbayo et herman mbonyo publié sur le
210671,88265,africa_sub,cd,kinshasa,2017-04-27,,swa,lin,lin,eyindi botala kindumba ya salite ba danseuse na ba comedienne ya rdc baza kosala na luanda via
210674,88268,africa_sub,cd,kinshasa,2017-04-27,,swa,lin,lin,bana batala te mibali balobi kolala na basi mibale na mbetu ezalaka elengi makasi via
210738,88359,africa_sub,cd,kinshasa,2017-07-12,,fra,fra,lin,nina isako créatrice de la marque isako la force
210877,88529,africa_sub,cd,kinshasa,2017-07-12,,fra,fra,lin,retweeted min tourisme congobz assises nationales du tourisme du congo brazzaville les et
210895,88551,africa_sub,cd,kinshasa,2017-07-12,,swa,lin,lin,basi batomboki na kinshasa rwandais ya kabila atika congo na biso bolanda kinshasa video
211027,88708,africa_sub,cd,kinshasa,2017-07-12,,fra,lin,lin,botia yango boyé ba congolais bazalaka exigeant te j imagine seule
211262,88973,africa_sub,cd,kinshasa,2017-07-12,,swa,lin,lin,bako sundola ye ndenge basundola kadhafi
211271,88982,africa_sub,cd,kinshasa,2017-07-12,,swa,lin,lin,problème eza te mais ya biso muke wana a zongisa
211437,89167,africa_sub,cd,kinshasa,2017-07-13,,swa,lin,lin,eyindi musala ya vraie cherie eza nini na mokili kosepelisa mibali verite ebimi via
211516,89270,africa_sub,cd,kinshasa,2017-07-13,,swa,lin,lin,kin makambo mwasi ya locataire avioler tata lopango heee kinshasa heee somo via
211541,89297,africa_sub,cd,kinshasa,2017-07-13,,swa,lin,lin,eyindi fally ipupa alobi na ferre gola atika kolobela makambu na ye kiper vie na yo via
211838,89661,africa_sub,cd,kinshasa,2017-04-27,,eng,eng,lin,i added a video to a playlist marie jeanne bolole nouveau theatre congolais esepelisa
211839,89662,africa_sub,cd,kinshasa,2017-04-27,,eng,eng,lin,i added a video to a playlist marie jeanne bolole fin nouveau theatre congolais esepelisa
211854,89682,africa_sub,cd,kinshasa,2017-07-13,,fra,lin,lin,spécial na mboka toza koyoka yo on es connecté à fond les kits spécial
212000,89854,africa_sub,cd,kinshasa,2017-07-13,,fra,fra,lin,mon congo ma vision pour le congo alternatives pour un congo meilleur
212245,90137,africa_sub,cd,kinshasa,2017-07-13,,swa,lin,lin,po bozali komupesa ba titraa yanago na tuni nzungaa ya tshangu azalaka te
212483,90409,africa_sub,cd,kinshasa,2017-04-27,,eng,eng,lin,i added a video to a playlist nabengo nani nouveau theatre congolais esepelisa film
212589,90520,africa_sub,cd,kinshasa,2017-07-14,,swa,lin,lin,nani yango nako kokanisa na yo po na kati ya motema na nga je ne connais qu un seul amour amen
212703,90641,africa_sub,cd,kinshasa,2017-07-14,,swa,lin,lin,aaah congo pasieeeee nzambe yaka kochanger nga pays oooh
212736,90674,africa_sub,cd,kinshasa,2017-07-14,,eng,fra,lin,nathalie makoma ft teko young city dis moi simplement clip officiel
212746,90684,africa_sub,cd,kinshasa,2017-07-14,,fra,fra,lin,oeil du congo brazza l oeil de la résistance extérieure
212913,90878,africa_sub,cd,kinshasa,2017-07-15,,fra,lin,lin,pauvre dame maloba boni ya mabe elobamaki pona ye suite à la hausse de prix des aliments de ère néces
213160,91201,africa_sub,cd,kinshasa,2017-07-15,,fra,fra,lin,kabila a importé bêtes sauvages pour ses fermes de kingakati katanga et boma
213192,91237,africa_sub,cd,kinshasa,2017-07-15,,fra,fra,lin,découvrez kizengi de werrason officiel feat awilo longomba sur gt gt
213222,91275,africa_sub,cd,kinshasa,2017-07-15,,swa,lin,lin,mosolo eza elombo yango nde thermomètre ya économie ya mboka ebongi tozala na mbongo ya makaasi lolenge ya franc
213457,91587,africa_sub,cd,kinshasa,2017-07-15,,fra,lin,lin,avant l indpce nos parents chantaient biso tokoma baumbu ya poto poto ekoma konyokola biso actuellement poto remplacé par l
213789,92096,africa_sub,cd,kinshasa,2017-07-15,,fra,fra,lin,ça devient autre chose avec ces combattants soki cailloux nabino ezo simba te tika muni
214156,92530,africa_sub,cd,kinshasa,2017-04-21,,fra,lin,lin,alors soki biso te nani ako bongisa kasi congo yango pessimisme diffuser au sommet de l etat parfois par
214362,92844,africa_sub,cd,kinshasa,2017-07-16,,swa,lin,lin,magazine sms bb botala ndenge souffrance emati makasi na kinshasa kinshasa video
214607,93306,africa_sub,cd,kinshasa,2017-07-16,,fra,fra,lin,rdc mgr fridolin ambongo le pays va mal debout congolais radio vatican le juillet
214903,93713,africa_sub,cd,kinshasa,2017-07-16,,fra,fra,lin,je me suis lancé petit à petit dans le projet d un e livre pona oyo balingaka ba mabanga inspirez motivez accom
214959,93784,africa_sub,cd,kinshasa,2017-07-16,,fra,lin,lin,distraction na yo eza nini à part musique carine mokonzi kabosse eza répétition
214984,93816,africa_sub,cd,kinshasa,2017-07-16,,swa,lin,lin,ba combattants ya states balukela ye biloko nionso aza na ngo besoin azonga kin mutu ya sika
214989,93822,africa_sub,cd,kinshasa,2017-07-16,,swa,lin,lin,mokolo mwa bokonzi na maboko ya bayi mboka pe ya kozala na bomoko o mboka turquie
215043,93892,africa_sub,cd,kinshasa,2017-07-16,,swa,lin,lin,balingi toujours ko fingisa biso que to za batu ya buzoba ka kibina mm soki mboka ezo kufa bmw be
215065,93932,africa_sub,cd,kinshasa,2017-07-16,,swa,lin,lin,mfumu nkusu na angola atindeli pape na bakonzi ya poto lettre pona kokebisa bango makasi via
215114,94005,africa_sub,cd,kinshasa,2017-04-27,,fra,lin,lin,linafoot rdc ème journée imana bukavu dawa résumé du match kinshasa video
215256,94213,africa_sub,cd,kinshasa,2017-07-16,,fra,lin,lin,chassé la france et augmenté les relations avec la chine russie corée du nord wana eza eloko ya mayele ya ko sal
215261,94219,africa_sub,cd,kinshasa,2017-07-16,,swa,lin,lin,pourquoi ba petites ya kinshasa baliaka na ba ndako na bango te avant de sortir perplexe
215756,94788,africa_sub,cd,kinshasa,2017-07-17,,eng,fra,lin,le projet lobiko c est ici the lobiko project is here
215972,95058,africa_sub,cd,kinshasa,2017-07-17,,eng,eng,lin,congo kinshasa paris cancels congolese gig after anti kabila protests
216020,95112,africa_sub,cd,kinshasa,2017-07-17,,eng,lin,lin,eyindi ba kombatant bakweyisi moto na tembe heritier wata conceebeti te pe bakaneli ye via
216367,95523,africa_sub,cd,kinshasa,2017-07-17,,eng,lin,lin,congo kinshasa the atlantic to kinshasa a journey on the river congo
216519,95734,africa_sub,cd,kinshasa,2017-04-27,,fra,lin,lin,on a chanté mboka yoki ebebi mosolo na yango eko bebaka elongo hoo la fin du temps pour ce régime corrupteur
216949,96213,africa_sub,cd,kinshasa,2017-07-17,,fra,lin,lin,ces compagnons de lui demander nani et l imbécile réponds yé wana a leki yé a sala makambo tout oyo a lingui liberté neti na dzamba
217072,96368,africa_sub,cd,kinshasa,2017-07-17,,fra,lin,lin,la congolexicomatisation les lois du marché propre aux congolais lol eza ya biso consommons
217103,96409,africa_sub,cd,kinshasa,2017-07-17,,fra,fra,lin,retweeted min tourisme congobz assises nationales du tourisme de la république du congo
217108,96414,africa_sub,cd,kinshasa,2017-07-17,,fra,fra,lin,joseph kabila débarque bisengimana kanyama envoyé à la direction des écoles de police
217123,96433,africa_sub,cd,kinshasa,2017-07-17,,fra,fra,lin,ok kabila doit partir pas ne porte moyen akokende kk
217132,96444,africa_sub,cd,kinshasa,2017-07-18,,fra,lin,lin,me à vous de dur a kabila et tshibala bazo kende na biso wapi
217172,96489,africa_sub,cd,kinshasa,2017-07-18,,fra,fra,lin,retweeted top congo fm changements à la tête de la police congolaise
217257,96606,africa_sub,cd,kinshasa,2017-07-18,,swa,lin,lin,esalami libanda ya unc mais cachet ya unc nde eza nanu
217258,96607,africa_sub,cd,kinshasa,2017-07-18,,eng,fra,lin,nayebaki nionso yango to zappaka quand certains font leur show ici
217493,96860,africa_sub,cd,kinshasa,2017-07-18,,swa,lin,lin,huuuummmm wana faut ba casser kaka likambo ya maboumou monene wana eza goût te
217518,96889,africa_sub,cd,kinshasa,2017-07-18,,eng,lin,lin,congo kinshasa inga dam mirage recedes again
217561,96950,africa_sub,cd,kinshasa,2017-07-18,,swa,lin,lin,to boyi colonisation na congo mboka eza ya france te eza ya biso mikolo mboka bato ya congo
217588,96981,africa_sub,cd,kinshasa,2017-07-18,,swa,lin,lin,to za mongongo ya ko lamouka ya congo to za pona lokoumou ya bato ya congo to boyi ko foukama liboso ya mindele
217738,97154,africa_sub,cd,kinshasa,2017-07-18,,eng,lin,lin,na bimi molongi remix plamedie mvemba avec wolff mugos amp tijo and princesse bukasa feat moise mbiye via
217906,97343,africa_sub,cd,kinshasa,2017-07-18,,fra,fra,lin,retweeted top congo fm l économie congolaise va très mal
218106,97580,africa_sub,cd,kinshasa,2017-07-18,,fra,fra,lin,selon mes followers vivent en république démocratique du congo belgique congo
218230,97721,africa_sub,cd,kinshasa,2017-07-18,,fra,fra,lin,provinces concernées hautkatanga basuelé équateur tshopo tshuapa sudubangi équateur kasaïcentral hautlomami kwilu sudkivu mongala
218564,98124,africa_sub,cd,kinshasa,2017-07-19,,swa,swa,lin,azala rais ya nani awa toza na royaune te buzoba
218802,98403,africa_sub,cd,kinshasa,2017-07-19,,fra,fra,lin,ecology club aliko dangote un club écologique des jeunes intellectuels de kinshasa superalain
218808,98410,africa_sub,cd,kinshasa,2017-07-19,,fra,fra,lin,république démocratique du congo rawbank désignée meilleure banque de la république démocratique du congo en
218819,98423,africa_sub,cd,kinshasa,2017-07-19,,fra,lin,lin,theatre faites attention ou sala keba ep groupe mboka mboka via
218829,98434,africa_sub,cd,kinshasa,2017-07-19,,fra,fra,lin,etali ye te la famille kabila a le droit divin de s enrichir sur le dos des congolais
218925,98548,africa_sub,cd,kinshasa,2017-07-19,,swa,lin,lin,nakanisi ayokaki soni ya kopesa kombo ya félix tala kaka hein
219335,98992,africa_sub,cd,kinshasa,2017-07-19,,swa,lin,lin,mdr kinshasa makambu j attend dire que ba yaya balingi lisusu ba nzele te ba yaya balingi kaka rela na agene
219646,99341,africa_sub,cd,kinshasa,2017-07-19,,eng,fra,lin,besoin de changement kinshasa democratic republic congo
219945,99688,africa_sub,cd,kinshasa,2017-07-19,,fra,fra,lin,il est gd temps qu on reprenne les choses en main embouchure ekomi lisusu embouchire na télé kanambe bayokaka mp
220255,100042,africa_sub,cd,kinshasa,2017-07-20,,fra,fra,lin,she okitundu à dar es salaam pour une réunion de la sadc agence congolaise de presse acp
220276,100064,africa_sub,cd,kinshasa,2017-07-20,,fra,lin,lin,c est l congo nouveau congo d lumumba congo d mon rêve d congo d mes enfants
220300,100092,africa_sub,cd,kinshasa,2017-07-20,,fra,fra,lin,la star nba d origine congolaise bismack biyombo est arrivé mercredi juillet à kinshasa ce voyage s inscrit
220613,100461,africa_sub,cd,kinshasa,2017-07-20,,fra,fra,lin,y aurait il un complot de la françafrique contre le congo brazzaville et le peuple congolais
220678,100532,africa_sub,cd,kinshasa,2017-07-20,,fra,fra,lin,ancien zaïko ll josé père elanga impose la musique congolaise en suède
220785,100647,africa_sub,cd,kinshasa,2017-07-20,,fra,fra,lin,j aime une vidéo fally ipupa eloko oyo clip officiel à l adresse
220788,100650,africa_sub,cd,kinshasa,2017-07-20,,fra,fra,lin,vraiment c comme on dit chance eloko pamba aucun cahier de charge tango ya kola ekomi
220891,100766,africa_sub,cd,kinshasa,2017-07-20,,fra,fra,lin,gabriel bolembo et esepelisa présentent la nouveauté mibali ya poto boyebela vol cliquer ici gt
220899,100774,africa_sub,cd,kinshasa,2017-07-20,,fra,fra,lin,koyemba na lingala eza mabe franchement allo koi belle melodie belle voix les effets et tout mais
220962,100875,africa_sub,cd,kinshasa,2017-07-20,,swa,lin,lin,ozali ko teya makambo ya molimo kasi ozali ko lula makasi biloko ya mosuini ya mokili bomengo bilamba basi to ko suka wapi
221091,101008,africa_sub,cd,kinshasa,2017-04-27,,eng,lin,lin,il faut tobimisa bango sinon te mawa plein
221140,101064,africa_sub,cd,kinshasa,2017-07-20,,fra,fra,lin,officiel blackpool le gardien international du congo christoffer mafoumbi signe un contrat de
221436,101412,africa_sub,cd,kinshasa,2017-04-27,,fra,fra,lin,vs m avez tué kulutu ah ah ah quelle stratégie pona kobondela mère nako copié yango
221880,101891,africa_sub,cd,kinshasa,2017-07-21,,fra,fra,lin,des interrogations sur le kasaï central le kwilu le haut katanga et la tshuapa
221894,101906,africa_sub,cd,kinshasa,2017-07-21,,fra,fra,lin,basalaka programme na poche ya moninga te la sagesse veut que tu participes aussi
221899,101914,africa_sub,cd,kinshasa,2017-07-21,,fra,lin,lin,gouv non mp josé makila sudubangi tony bolamba equateur bienvenu essimba mongala armand kasumbu basuele
222103,102138,africa_sub,cd,kinshasa,2017-07-21,,fra,lin,lin,bana ya lelo bana mbula mvula oyo les enfants de cette pluie nyataquance
222132,102169,africa_sub,cd,kinshasa,2017-07-21,,swa,lin,lin,bébé ata botami na famille ya batu ya mbongo baliesaka ye nanu soso te kaka mabele
222180,102220,africa_sub,cd,kinshasa,2017-07-21,,fra,fra,lin,bravo à cette jeunesse soucieuse de l évolution africaine bravo l avenir du congo d
222252,102305,africa_sub,cd,kinshasa,2017-07-21,,fra,fra,lin,esopi yo awilo longomba à nouveau au top des playlist afrobeat
222281,102336,africa_sub,cd,kinshasa,2017-07-21,,swa,swa,lin,ojust bazonga nini kabila alinga alinga te akokende kk
222617,102718,africa_sub,cd,kinshasa,2017-07-21,,fra,lin,lin,radio communautaire biso na biso change la vie des autochtones lire la suite
222662,102767,africa_sub,cd,kinshasa,2017-07-21,,fra,fra,lin,kinshasa vendredi juillet asphaltage de l avenue tabu ley ex tombalbaye entrée de l hôpital mama yemo k
222956,103091,africa_sub,cd,kinshasa,2017-07-21,,swa,lin,lin,nzambe atikaka bana naye te amp emmanuel
223247,103442,africa_sub,cd,kinshasa,2017-07-22,,fra,fra,lin,il est gd temps qu on reprenne les choses en main embouchure ekomi lisusu embouchire na télé kanambe bayokaka mpe ata so
223293,103539,africa_sub,cd,kinshasa,2017-07-22,,swa,lin,lin,nouveaute pomba abotoli bord ake na yango wapi koseka na koseka penza kitoko via
223318,103569,africa_sub,cd,kinshasa,2017-07-22,,fra,fra,lin,j aime une vidéo maman ba couple alakisi ndenge yako siba mwasi à l adresse
223319,103570,africa_sub,cd,kinshasa,2017-07-22,,swa,lin,lin,mwasi il faut asukola ndenge nini po azala propre pe elengi na sexxe na ye suka na cours via
223345,103604,africa_sub,cd,kinshasa,2017-07-22,,swa,lin,lin,mwasi po atonda na mbetu il faut kaka mobali abeta ye ba coup ebele bana batala te svp via
223349,103610,africa_sub,cd,kinshasa,2017-07-22,,swa,lin,lin,eyindi heritier moto na tembe atindeli lisusu ba kombattant message ya mabe makasi
223580,103886,africa_sub,cd,kinshasa,2017-07-22,,fra,fra,lin,elections au congo brazzaville le pct de sassou nguesso en tête au premier tour via
223762,104090,africa_sub,cd,kinshasa,2017-07-22,,swa,lin,lin,mokili tour na tour lelo tour ya diomi bemba muyambo diomi moni dela katumbi kwungu etc lobi pe eko zala tour na bino
223781,104113,africa_sub,cd,kinshasa,2017-07-22,,fra,fra,lin,françafrique un député belge condamne l impérialisme français en afrique francophone via
223993,104377,africa_sub,cd,kinshasa,2017-04-27,,fra,fra,lin,batika bango basala makambu na bango et tout ça la cenco est à la base de cette histoire il fallait to silisa ngo le
223996,104382,africa_sub,cd,kinshasa,2017-04-27,,fra,fra,lin,au congo et en afrique centrale cabinet de performance et de
224039,104440,africa_sub,cd,kinshasa,2017-07-22,,fra,fra,lin,ndeko apparemment fake news na nga ya lobi neti kaka ya solo l ap d la tshuapa accuse lomboto d outrage à assemblée devant
224056,104460,africa_sub,cd,kinshasa,2017-07-22,,fra,fra,lin,maman alibi le pillage est systématique on dirait ba tindi bango
224087,104493,africa_sub,cd,kinshasa,2017-07-22,,eng,eng,lin,mibali ya poto boyebela gabriel paka lowi dady alain ebakata theatre congolais nouveauté vlog via
224378,104825,africa_sub,cd,kinshasa,2017-07-22,,swa,lin,lin,eyindi botala ndenge ministre ya droit humain abalukeli kanyaama pona muanda nsemi via
224398,104850,africa_sub,cd,kinshasa,2017-07-22,,swa,lin,lin,eyindi congolais atongaka mboka te kaka buzoba botala ndenge basambwe na poto svp via
224427,104890,africa_sub,cd,kinshasa,2017-07-22,,fra,fra,lin,apres toutes ces humiliations on a envie de dire à vk tika na yo kaka ko ekosala eloko te mais apparamment il aime se faire humilier
224469,104943,africa_sub,cd,kinshasa,2017-07-22,,swa,lin,lin,akeyi libela tokotikala kaka na ba archives na ye
224470,104946,africa_sub,cd,kinshasa,2017-07-22,,swa,lin,lin,azalaka na ba nkoyi ya plastik yango mutu nae esalaka bien te
224650,105155,africa_sub,cd,kinshasa,2017-07-22,,fra,fra,lin,le rassemblement de l opp exige la libération des prisonniers politiques diomi ndongala muyambo et diongo le retour de
224686,105196,africa_sub,cd,kinshasa,2017-07-23,,fra,fra,lin,le rassemblement de l opp exige la libération des prisonniers politiques diomi ndongala muyambo et diongo le reto
224729,105248,africa_sub,cd,kinshasa,2017-07-23,,fra,lin,lin,nous avons déjà venqui mobutu alor toi soki kutu nkoyi akima ekozala boni pona mboloko
224804,105342,africa_sub,cd,kinshasa,2017-07-23,,swa,lin,lin,mfumu nkusu aza kopesa kabila kaka chance ya kotikala president ya rdc pona nini verite ebimi via
224812,105352,africa_sub,cd,kinshasa,2017-07-23,,swa,lin,lin,kin makambo kulluna bavioler tshele moko en live na fikin mokili ekomi na suka via
224827,105374,africa_sub,cd,kinshasa,2017-07-23,,swa,lin,lin,eyindi fally ipupa apupoli ba kombattant pe alobi ye na koffi bakozongisa ndule na poto kala te via
224835,105389,africa_sub,cd,kinshasa,2017-07-23,,swa,lin,lin,eyindi mama olive alobi lokola boboyi kondima kabila ye akotia libaya na election ya via
225066,105694,africa_sub,cd,kinshasa,2017-07-23,,swa,lin,lin,soki to boyi colonisation ya ba koulouna ya france pasi eko sila to ko dzongisa lokoumou na biso colonisation eza
225213,105875,africa_sub,cd,kinshasa,2017-07-23,,fra,lin,lin,eza normal ba critiquer bango na ndenge wana baza coupables de crimes contre l humanité soki ba changer ç
225214,105876,africa_sub,cd,kinshasa,2017-07-23,,fra,lin,lin,eza normal ba critiquer bango na ndenge wana baza coupables de crimes contre l humanité soki ba change
225232,105897,africa_sub,cd,kinshasa,2017-07-23,,fra,fra,lin,ongdh congolaises amp amnesty ont facilite le transfedu juge mbuyi jacques a johannesburg pr soins appropries
225527,106254,africa_sub,cd,kinshasa,2017-07-23,,swa,lin,lin,mfumu nkusu apres kolia mbongo ya pprd na rdc akeyi lisusu kolia mbongo ya mpla na angola somo via
225565,106293,africa_sub,cd,kinshasa,2017-07-23,,swa,lin,lin,eyindi botala ndenge ba fans ya werrason na angola baseki heritier wata po abeti te via
225615,106350,africa_sub,cd,kinshasa,2017-07-23,,swa,lin,lin,eyindi felix tshisekedi alobi peuple azala na sima ya ne muanda nsemi po makambu ebebi via
225798,106572,africa_sub,cd,kinshasa,2017-07-23,,swa,lin,lin,urgent moise katumbi alongi akozonga na rdc le aout po eza jour ya liberation via
225825,106603,africa_sub,cd,kinshasa,2017-07-23,,swa,lin,lin,heee heee heee eza somo botala makambu mwana mobali oyo asali na rdc somo via
225932,106717,africa_sub,cd,kinshasa,2017-07-23,,fra,fra,lin,ils prendront soin de toi plus que moi impossible na mwangani na ngayi
225933,106718,africa_sub,cd,kinshasa,2017-07-23,,swa,lin,lin,botala ba vraie cherie ya ville ndenge bayambaki heritier wata na boite na retour na ye na kin via
225957,106742,africa_sub,cd,kinshasa,2017-07-23,,fra,fra,lin,retour de werrason des etats unis interview et images avec naty lokole via
226252,107121,africa_sub,cd,kinshasa,2017-07-24,,swa,lin,lin,eyindi bruno tshibala awelelaki ki er min ya felix lelo mboka eza wapi dollar na via
226268,107140,africa_sub,cd,kinshasa,2017-07-24,,swa,lin,lin,debat mlc na udps basambwisi ba faux opposant oyo baza kolia mbongo ya kabila babosani peuple via
226330,107212,africa_sub,cd,kinshasa,2017-07-24,,fra,fra,lin,heureux anniversaire a toi elie kavira issamba longue vie cherie baoooo tuna tuna mais baoo yeba te que to
226398,107295,africa_sub,cd,kinshasa,2017-07-24,,fra,fra,lin,s o s de romain gardon en majesté à la e édition du marché des musiques d afrique le kolatier
226670,107625,africa_sub,cd,kinshasa,2017-07-24,,fra,fra,lin,rdc politique jean pierre lisanga bonganga contre la désignation de joseph olenga nkoy à la tête de cnsa pas d
226741,107709,africa_sub,cd,kinshasa,2017-07-24,,fra,fra,lin,kiekiekiekiekei c est vous qui aviez rendu possible la dissolution du boko silis ango
226863,107851,africa_sub,cd,kinshasa,2017-07-24,,swa,lin,lin,pona nini mairie eza ko longola mbindo na kati ya ba caniveau te pe eza ko kanga ba caniveau te pct elembi ko sal
226948,108001,africa_sub,cd,kinshasa,2017-07-24,,eng,eng,lin,mibali ya poto boyebela fin gabriel paka lowi dady alain ebakata theatre congolais nouveauté via
